,CL105_NS_Run18_0815,CL146_NS_Run18_0815,CL152_NS_Run18_0815,CL154_NS_Run18_0815,CL156_NS_Run18_0815,CL162_NS_Run18_0815,CL164_NS_Run18_0815,CL167,CL172_NS_Run18_0815,CL176,CL183,CL187_NS_Run18_0815,CL191,CL196_NS_Run18_0815,CL203_NS_Run18_0815,CL213,CL214_NS_Run18_0815,CL219_NS_Run18_0815,CL228,CL236,CL240_NS_Run18_0815,CL244,CL253,CL41_NS_Run18_0815,CL50_NS_Run18_0815,CL53_NS_Run18_0815,CL56_NS_Run18_0815,CL85_NS_Run18_0815,Female-Ctrl_NS_Run18_0815,Male-Ctrl_NS_Run18_0815
novelMiR_222_1,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
novelMiR_223_1,0,0,0,0,19,0,13,0,0,0,0,0,0,0,0,0,17,0,0,0,10,0,0,0,0,0,0,0,0,0
novelMiR_227_1,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,23
novelMiR_81_1_4,0,0,0,8,6,0,0,0,8,0,0,0,0,0,7,0,9,0,0,0,0,0,0,7,5,0,10,0,14,0
novelMiR_229_1,0,21,0,0,8,0,8,0,0,0,0,0,0,9,0,0,11,0,0,0,10,0,0,0,0,17,27,0,0,0
novelMiR_81_1_7,0,0,0,8,6,0,0,0,8,0,0,0,0,0,7,0,9,0,0,0,0,0,0,7,5,0,10,0,14,0
novelMiR_234_1,0,0,0,0,8,0,0,0,0,0,0,0,0,7,0,0,9,0,0,0,0,0,0,0,0,0,0,0,12,0
novelMiR_6_18,0,150,282,99,210,90,63,0,156,0,0,36,0,30,231,30,288,0,0,0,441,48,0,261,90,180,414,99,267,96
novelMiR_99_1_3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
novelMiR_81_1_20,0,0,0,8,6,0,0,0,8,0,0,0,0,0,7,0,9,0,0,0,0,0,0,7,5,0,10,0,14,0
novelMiR_244_1,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
novelMiR_246_1,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,13,0
novelMiR_247_1,0,0,0,18,10,13,0,0,0,0,0,0,0,0,0,11,20,0,0,0,9,0,0,11,25,13,0,0,18,17
novelMiR_81_1_22,0,0,0,8,6,0,0,0,8,0,0,0,0,0,7,0,9,0,0,0,0,0,0,7,5,0,10,0,14,0
novelMiR_355_1_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,36,0,0,0,12,0,0,14,36,22,16,0,0,0
novelMiR_258_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,10
novelMiR_263_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0
novelMiR_6_44,0,0,0,14,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,34,36
novelMiR_99_1_2,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
novelMiR_273_1,0,0,0,0,20,0,0,0,0,0,0,0,0,16,0,0,32,0,12,0,38,0,0,0,0,20,0,0,16,0
novelMiR_276_1,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
novelMiR_81_2,3984,3768,4716,1428,15148,5568,4428,184,13004,180,92,604,136,1700,2876,4228,4708,452,564,0,3912,1228,0,4124,2456,5300,7440,2720,10828,5608
novelMiR_81_1_1,0,0,0,24,18,0,0,0,24,0,0,0,0,0,21,0,27,0,0,0,0,0,0,21,15,0,30,0,42,0
novelMiR_286_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,12,0,0
novelMiR_81_1_12,0,0,0,16,12,0,0,0,16,0,0,0,0,0,14,0,18,0,0,0,0,0,0,14,10,0,20,0,28,0
novelMiR_296_1,0,0,0,0,52,42,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,14,0,0,40,0
novelMiR_297_1,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
novelMiR_298_1,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0
novelMiR_81_1_6,0,0,0,16,12,0,0,0,16,0,0,0,0,0,14,0,18,0,0,0,0,0,0,14,10,0,20,0,28,0
novelMiR_302_1,0,0,0,0,30,0,0,0,14,0,0,0,0,0,0,14,0,0,0,0,12,0,0,0,0,16,0,0,82,48
novelMiR_306_1,0,0,0,0,20,14,0,0,0,0,0,0,0,18,0,0,20,0,0,0,0,0,0,0,0,14,16,0,20,14
novelMiR_312_1,0,10,0,0,12,12,0,0,0,0,0,0,0,0,0,0,10,0,0,0,16,0,0,26,0,0,32,0,0,0
novelMiR_313_1,0,204,0,216,0,0,0,0,0,0,0,0,0,0,267,147,297,0,0,0,195,45,0,0,0,0,249,0,375,147
novelMiR_6_25,0,200,376,132,280,120,84,0,208,0,0,48,0,40,308,40,384,0,0,0,588,64,0,348,120,240,552,132,356,128
novelMiR_198_2,0,129,210,0,801,612,108,0,294,0,0,48,0,60,306,177,414,0,0,0,354,69,0,207,192,0,0,144,420,0
novelMiR_319_1,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
novelMiR_323_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0
novelMiR_6_22,0,200,0,132,280,0,0,0,208,0,0,48,0,40,308,40,384,0,0,0,588,64,0,348,120,240,552,132,356,128
novelMiR_97_5,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,12,58,0,0
novelMiR_27_3,10767,15552,21942,9315,23919,6405,10449,252,6774,666,159,2031,306,10638,10764,16482,5889,2499,1671,18,7134,3960,99,11658,15318,8943,6408,3822,6948,3483
novelMiR_23_2,12927,65748,66648,9747,54423,19908,25356,144,5634,540,282,6198,639,8280,38175,19287,7647,2298,4956,0,15078,4125,54,14742,11703,28503,8781,3252,15918,4014
novelMiR_13_1,0,24,0,13,0,39,13,0,0,0,0,0,0,0,19,12,26,0,0,0,0,0,0,0,0,27,0,0,30,15
novelMiR_23_1,0,0,0,0,0,0,165,0,779,0,0,0,0,0,0,248,470,0,0,0,0,0,0,0,0,0,0,1286,0,0
novelMiR_37_1,0,0,0,0,20,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0
novelMiR_38_1,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,249,0,0,0,0,0,0,94,0,0
novelMiR_91_1_2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0
novelMiR_156_1_1,0,0,0,0,6,13,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
novelMiR_6_8,0,100,0,66,140,0,0,0,104,0,0,24,0,20,154,20,192,0,0,0,294,32,0,174,60,120,276,66,178,64
novelMiR_49_1,0,0,0,0,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
novelMiR_50_1,0,5,0,0,12,0,0,0,11,0,0,0,0,0,0,0,14,0,0,0,5,5,0,0,0,0,0,0,29,19
novelMiR_22_1_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1120,0,0
novelMiR_97_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,0,0
novelMiR_38_2,0,0,288,0,246,3342,168,0,0,0,0,0,0,0,0,0,0,0,0,0,594,0,0,306,0,0,0,1272,582,0
novelMiR_143_1,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,54,0,0,0,0,0,0,39,19,0
novelMiR_27_1,8836,16800,23336,10764,24156,7696,10964,316,7584,788,204,2504,388,11036,12404,17736,6976,2656,2072,24,8612,4716,132,13724,15284,10376,7100,4212,8608,4192
novelMiR_81_1_26,0,0,0,8,6,0,0,0,8,0,0,0,0,0,7,0,9,0,0,0,0,0,0,7,5,0,10,0,14,0
novelMiR_133_1_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0
novelMiR_99_1_1,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
novelMiR_158_1_1,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
novelMiR_170_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0
novelMiR_172_1,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0
novelMiR_180_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0
novelMiR_183_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,133,0,0
novelMiR_99_1_4,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
novelMiR_186_1,0,0,0,0,21,0,6,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
novelMiR_254_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0
novelMiR_255_1,0,0,0,0,0,52,0,0,20,0,0,0,0,0,0,14,0,0,0,0,42,0,0,24,54,22,32,564,38,12
novelMiR_7_17,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,15,0
novelMiR_323_1_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0
novelMiR_310_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0
novelMiR_310_1_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0
novelMiR_334_1,0,0,0,0,10,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,10,0,0,0
novelMiR_335_1,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0
novelMiR_265_1_1,0,0,0,16,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,34,36
novelMiR_7_2,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,15,0
novelMiR_342_1,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,12,0,0,0,0,0,0
novelMiR_343_1,0,0,0,0,48,0,0,0,24,0,0,0,0,36,111,0,27,0,0,0,63,21,0,0,0,0,0,0,0,0
novelMiR_7_10,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,15,0
novelMiR_353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
novelMiR_151_2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
novelMiR_357,0,0,0,0,0,10,0,0,0,0,0,0,0,0,18,0,0,0,0,0,18,0,0,16,0,0,0,0,0,0
novelMiR_355_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0
novelMiR_357_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0
novelMiR_358_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,14,0,0,0,0,0,0,0,12,0
novelMiR_364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,44,0
novelMiR_366,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,33,138,0,0,0,8,0,0,0,0,0,0,10,167,239
novelMiR_368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0
novelMiR_369,0,0,0,0,0,20,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,14
novelMiR_373,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,36,21
novelMiR_377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,14
novelMiR_265_1_3,0,0,0,8,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,17,18
novelMiR_386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0
novelMiR_389,0,0,0,0,0,0,0,0,373,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1666,0,366,0,317,341
novelMiR_37_2,0,26,46,20,32,44,26,0,18,138,110,0,64,0,34,62,44,0,48,0,34,126,0,38,38,26,32,0,34,0
novelMiR_391,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,9,0
novelMiR_392,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,52,143
novelMiR_81_1_3,0,0,0,8,6,0,0,0,8,0,0,0,0,0,7,0,9,0,0,0,0,0,0,7,5,0,10,0,14,0
novelMiR_389_1,0,0,0,0,0,0,0,0,373,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1666,0,366,0,317,341
novelMiR_395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,17,0
novelMiR_396,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0
novelMiR_397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,7,0
novelMiR_398,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0
novelMiR_403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,32
novelMiR_404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0,0,0,0,0,0,0,40,0
novelMiR_405,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7
novelMiR_407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0
novelMiR_408,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,23,9
novelMiR_81_1_15,0,0,0,16,12,0,0,0,16,0,0,0,0,0,14,0,18,0,0,0,0,0,0,14,10,0,20,0,28,0
novelMiR_7_11,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,10,0
novelMiR_255_1_2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,15,0,15,0,424,23,0
novelMiR_80_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0
novelMiR_398_3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,13
novelMiR_398_2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0
novelMiR_422,0,37,0,0,0,0,0,0,18,0,0,0,0,0,67,18,0,0,13,0,0,0,0,0,0,0,0,0,45,34
novelMiR_424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0
novelMiR_306_3,0,0,0,310,0,0,0,0,284,32,0,0,36,0,797,249,178,0,0,0,459,158,0,341,0,0,626,363,197,105
novelMiR_397_1,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,14,23,0,0,0,0,0,0,0,0,0,0,0,43,24
novelMiR_434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,21,0
novelMiR_165_3,30,144,254,422,170,0,72,0,466,0,0,44,0,50,224,104,228,0,38,0,214,40,0,100,144,178,426,0,380,388
novelMiR_81_1_25,0,0,0,8,6,0,0,0,8,0,0,0,0,0,7,0,9,0,0,0,0,0,0,7,5,0,10,0,14,0
novelMiR_440,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0
novelMiR_6_23,0,100,188,66,140,60,42,0,104,0,0,24,0,20,152,20,192,0,0,0,294,32,0,174,60,120,276,66,178,64
novelMiR_446,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,20
novelMiR_448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0
novelMiR_450,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0
novelMiR_452,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0
novelMiR_453,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0
novelMiR_37_4,0,0,0,0,0,10,0,0,0,0,0,0,0,0,18,0,12,0,0,0,0,0,0,0,0,0,0,0,10,0
novelMiR_460,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0
novelMiR_461,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0
novelMiR_7_6,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,10,0
novelMiR_389_2,0,0,0,0,0,0,0,0,373,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1666,0,366,0,317,341
novelMiR_466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,36,0,0,0,0,0,0,0,0,0,0,0,14,0
novelMiR_7_18,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,10,0
novelMiR_469,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,8,0
novelMiR_255_1_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,23,0
novelMiR_471,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0
novelMiR_472,0,0,0,0,0,15,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,9,0
novelMiR_474,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0
novelMiR_479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0
novelMiR_481,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,36
novelMiR_482,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0
novelMiR_124_2,0,21,127,38,38,98,0,0,0,0,0,18,0,15,0,0,0,0,0,0,0,0,0,0,46,57,21,0,19,0
novelMiR_485,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0
novelMiR_398_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0
novelMiR_360_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0
novelMiR_361_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0
novelMiR_365_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9314,0,0,0,4092,531,0,0,0,0,0,0,0,0
novelMiR_134_1_1,0,14,0,0,20,0,22,0,0,0,0,0,0,14,0,0,50,0,0,0,44,0,0,0,0,0,16,14,32,0
novelMiR_229_1_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0
novelMiR_81_1_5,0,0,0,32,24,0,0,0,32,0,0,0,0,0,28,0,36,0,0,0,0,0,0,28,20,0,40,0,56,0
novelMiR_383_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0
